Review	Original	Predicted	NIST	BLEU	METEOR
pra mim que tenho problema de coluna eh maravilhoso não precisar ficar abaixando e torcendo o pano super recomendo 	adorei 	 ótimo custo benefício	0.0	0	0.0
produto muito bom a entrega demorou um pouco por causa da situação do país mais fiquei satisfeita 	muito bom 	 produto excelente	0.0	0	0.0
muito bom tamanho perfeito muito bonito indico a todos 	produto de ótima qualidade recomendo 	 excelente	0.0	0	0.0
tomava fit gold de outra marca e apetite e por consequência esse não faz efeito nenhum não veio nem bula também não tem cheiro de parece cravo da índia em pó 	cuidado não funciona 	 não gostei	0.39624062518028896	0.09069748827745895	0.17241379310344826
muito bom atingiu minhas espectativas a entrega foi muito rápido parabéns 	gostei 	 ótimo produto	0.0	0	0.0
produto chegou dentro do prazo porém os dois cartões apresentaram defeito solicitei estorno do valor ou troca do produto por outra marca ainda sem soluçao 	aguardando 	 gostei	0.0	0	0.0
oi gente se vcs comprarem o produto nao espere receber no dia que combina comprei pelo frete rapido era pra ser com dois dias ate hoje nada estou revoltada ja mandei varios emei ate agora nada 	sobre a entrega 	 produto errado	0.0	0	0.0
gente esse notebook é ótimo nada a reclamar chegou muito bem antes do prazo um produto lindo leve ótimo para levar para a faculdade super recomendável to apaixonada por ele adorei 	muito boa 	 amei o produto	0.0	0	0.0
boa tarde até agora só recebi um telefonema que eu teria que aguardar a posição da empresa recebi muito rapido o que comprei mas só recebi uma caixa com dentro o produto mesmo não veio ainda estou aguardando há semanas agora com essa greve vai longe 	não recebi ainda o produto 	 produto bom	0.033688423633228826	0.03336574130316504	0.10638297872340426
tenho a pele muito ressecada e esse produto tem me ajudado bastante passo no rosto pescoço nos braços e nas mãos ele hidrata e deixa a pele aveludada recomendo 	muito bom 	 muito bom	1.0	0.316227766016838	0.9375
boa negociação preço qualidade e prazo de entrega 	dentro das minhas expectativas 	 gostei do produto	0.0	0	0.0
couro e forma de baixíssima qualidade não se pelo preço baixo 	pessima qualidade 	 não é o produto de uso	0.0	0	0.0
lindíssimo elegante muito bem feito e de altíssima qualidade 	compraria novamente 	 maravilhoso	0.0	0	0.0
gostei muito do produto detestei a demora para receber 	bom produto 	 gostei do produto	0.3333333333333333	0.11362193664674995	0.2380952380952381
produto prático com fácil montagem excelente para a limpeza 	produto atende a necessidade 	 muito bom	0.0	0	0.0
pneu muito bonito excelente acabamento e não ficou vibrando o volante top recomendo 	muito bonito 	 ótimo produto	0.0	0	0.0
a entrega chegou muito antes do previsto e o produto é maravilhoso 	produto otimo 	 excelente produto	0.5	0.1495348781221221	0.25
muito bom o smartphone moto g s plus e as americanas também está de parabéns a entrega foi bem antes do esperado super satisfeita 	ótimo 	 excelente	0.0	0	0.0
como poderei avaliar se meu produto ainda não chegou 	não chegou 	 não recebi o produto	0.25	0.08034284189446518	0.22727272727272727
produto leve prático atendeu às minhas expectativas a maleta é um charme valeu a pena 	excelente custo beneficio 	 ótimo produto	0.0	0	0.0
prazo de entrega ok celular de custo beneficio perfeito 	superou minhas expectativas 	 ótimo produto	0.0	0	0.0
produto chegou em perfeita ordem antes mesmo do prazo 	perfeito 	 excelente	0.0	0	0.0
gostei amei super recomendo copo grande filtro e opção de cor o meu foi o vermelho lindo 	eu amei o meu 	 amei o produto	0.9405856497751508	0.17216896116316355	0.48076923076923084
muito bom dei de presente e a pessoa adorou desaine bonito e deixa o ambiente refrescante 	exelente 	 gostei muito do produto	0.0	0	0.0
celular lindo top bom desempenho sensores muito rápido android atualizado belas câmeras porem o meu veio com sensores de iris aproximação luminosidade estragados a loja me entregou o dinheiro e fiz a compra de outro 	celular top porem o meu veio estragado 	 muito bom	0.0	0	0.0
entrega antes do prazo ótimo produto produto chegou em ótimas condições 	gostei muito 	 excelente	0.0	0	0.0
sempre gostei muito da marca procurei referências do modelo na internet e depois que recebi tive todas as minhas expectativas superadas 	atendeu todas as expectativas 	 gostei muito do produto	0.0	0	0.0
chegou antes do previsto produto lacrado na caixa original 	ótimo 	 gostei do produto	0.0	0	0.0
gostei muito vale o preço q paguei a bateria dura h tem um som muito bom ótimo para ver netflix etc roda the sims na qualidade mais baixa já que não é um notebook para jogos mas é muito bom para oq eu preciso 	ótimo 	 muito bom	0.0	0	0.0
atendeu minhas necessidades em tudo muito bom recomendo com certeza 	muito bom 	 ótimo produto	0.0	0	0.0
a tv led é ótima a americanas está de parabéns 	gostei bastante 	 excelente	0.0	0	0.0
fiz o cancelamento da compra e mesmo assim eles enviaram o produto que por sinal de e péssima qualidade espero aguado da loja para devolução 	horrível e 	 produto errado	0.0	0	0.0
bom para um celular intermediario poderia ter um som melhor 	bom 	 bom produto	0.0	0.1495348781221221	0.45454545454545453
fiz o pedido a mais de um mes e ainda não recebi como vces me mandam avaliar algo que nem chegou 	não recebi meu pedido ate hoje 	 não recebi o produto	0.6462406251802889	0.10305224267080783	0.32327586206896547
muito bom o produto e a entrega das americanas foi muito rápida 	atendeu as minhas expectativas 	 excelente	0.0	0	0.0
como comprei para colocar na cozinha é satisfatório 	boa satisfeito como 	 bom	0.0	0	0.0
essa creatina é uma das melhores mesmo estou começando a usar essa creatina é estou gostando dos resultados 	boa mesmo 	 bom	0.0	0	0.0
o iphone não evoluiu suficiente à partir do iphone portanto comprei mas não me trouxe satisfação 	avaliação 	 muito bom	0.0	0	0.0
atende a que está proposta fácil manuseio muito satisfeita 	produto excelente 	 muito bom	0.0	0	0.0
produto veio diferente ao da foto apresentada no site e devolvi o produto solicitando meu dinheiro de volta 	produto veio diferente ao da foto 	 produto com defeito	0.11365649187006525	0.0417991745584234	0.08771929824561403
perfeito pra quem gosta de história uma mistura de romance guerra e aventura 	ótimo 	 excelente	0.0	0	0.0
o celular e muito bom mais o problema foi q veio com arranhões nao fiquei satisfeito essa foi a segunda compra q eu fiz a primeira veio perfeita 	nao gostei 	 produto de qualidade	0.0	0	0.0
recomendável 	otimo 	 bom	0.0	0	0.0
produto de qualidade ruim quebra fácil o pessoal da garantia é enrolado e não responde rápido a empresa olist não é boa não recomendo é o barato que sai caro 	péssimo material qualidade ruim 	 não é o tamanho do que promete	0.0	0	0.0
o que a gente demorava alguns minutos para preparar agora só leva alguns segundos 	muito boa 	 muito bom	0.5	0.1495348781221221	0.25
embalagem ok produto ok chegou antes do previsto 	perfeito 	 gostei do produto	0.0	0	0.0
produto com boa performance rapidez no uso de seus aplicativos excelente custo benefício beleza na cor azul turquesa e lindo design recomendo 	excelente produto 	 ótimo produto	0.5	0.1495348781221221	0.25
como faço uma troca pois meu lg só tem meses e esta dando defeito esquenta muito com dados moveis ligado e a tela fica apagando e as vezes fica e n consigo achar ele em minha conta nas lojas americanas entre em contato comigo por favor email com 	esquenta muito 	 não gostei	0.0	0	0.0
este produto além de barato é de uma qualidade ótima 	muito bom 	 muito bom	1.0	0.316227766016838	0.9375
cumpre o que promete chegou super rapido americanas com está de parabens 	muito bom e de boa qualidade 	 excelente	0.0	0	0.0
só não gostei mas por pensei que era de que não foi 	bom 	 não gostei	0.0	0	0.0
máquina de precisão se encaixa perfeitamente a mão pesada claro devido o motor ser potente justamente para tosa de pêlos tosei gatas no pente zero rapidamente e sem precisar ficar tirando os pêlos do pente 	super recomendo 	 copo de ouro	0.0	0	0.0
o produto não é o mesmo qualidade péssima não tem ajuste e muito menos a parte magnética me senti comprando de um site da china que vergonha trabalhar com esse tipo de empresa americanas estou devolvendo o produto e espero não ter dor de cabeça 	não é o produto da foto 	 não gostei	0.007969428105624642	0.020237345084409754	0.08928571428571427
recebi a oferta por e mail junto com o cartão americanas sem anuidade dois presentes da loja o diferencial dela ás demais 	ótimo custo benefício 	 muito bom	0.0	0	0.0
livro muito esclarecedor com orientações sobre a melhor forma de condução de nossas vidas buscando a evolução como espíritos e nossa felicidade 	corresponde ao esperado 	 maravilhoso	0.0	0	0.0
ótimo custo benefício amei indico a todos muitas peças e bem resistentes 	ótimo custo benefício 	 excelente	0.0	0	0.0
gostei muito do produto atendeu as minhas espectativas e combinou muito com o meu carro 	gostei 	 ótimo produto	0.0	0	0.0
só pela imagem já dá para ver que o meu veio faltando peça e o manual é horrível e em inglês 	não gostei 	 não gostei	1.0	0.316227766016838	0.9375
a minha maquina esta travando e não estou conseguindo costurar oque faço 	maquina travando 	 produto de qualidade	0.0	0	0.0
após comprar lâmpadas todas estão funcionando perfeitamente claro que foram recém compradas então não posso avaliar a vida útil mas espero que me surpreenda positivamente também 	boas lâmpadas 	 bom	0.0	0	0.0
não descrevem a medidas e nem o tamanho que suporta de tampo 	qual a medida 	 frete	0.0	0	0.0
eu super indico ótimo produto é a entrega foi muito rápido chegou antes da data prevista então eu indico sim 	ótimo produto 	 excelente produto	0.5	0.1495348781221221	0.25
muito bom gostei muito recomendo e comprarei novamente 	muito bom 	 ótimo produto	0.0	0	0.0
veda bem ruídos externos e apresenta graves muito bons 	recomendo 	 muito bom	0.0	0	0.0
o produto é de baixa qualidade nao oferece segurança nao é flexivel regulavel e portanto nao serviu as minhas necessidades 	nao gostei do produto nao atendeu minha necessidade 	 não gostei	0.0004540840805919024	0.007444903200446295	0.06756756756756756
gostei muito do produto que comprei chegou dentro do prazo prometido eu super recomendo 	produto excelente 	 excelente	0.1319049988210938	0.06541924356118012	0.2631578947368421
a bolsa é espaçosa prática e muito linda só não é excelente pelo fato de que o fecho frontal na aba se abre pois a alça é bem em cima da aba e quando a seguramos o fecho se abre mas a parte de dentro tem zíper 	linda 	 amei o produto	0.0	0	0.0
já usei gostei e comprei novamente super recomendo veio bem embalado chegou tudo dentro do prazo satisfeita 	ótimo 	 excelente	0.0	0	0.0
muitooo lindo chegou rápido e fácil de usar as fotos realmente ficam ótimas 	maravilhoso 	 amei	0.0	0	0.0
produto lindo e ótima qualidade e a entrega da perfeita como sempre 	linda capinha 	 amei o produto	0.0	0	0.0
muito lento não faz nem um mês que comprei e não baixei nada e já diz que não tem espaço para atualizar 	não gostei 	 não gostei	1.0	0.316227766016838	0.9375
já usei várias vezes todas as velocidades não cheira a queimado não faz muito barulho o copo é enorme fácil higienização acho o fio um tanto curto mas de resto é perfeito sem contar a rapidez de entrega da americanas 	perfeito 	 não gostei	0.0	0	0.0
produto muito bom vale a pena parabéns as taças são maravilhosa 	maravilhosa 	 excelente	0.0	0	0.0
produto de excelente qualidade além de bonito e espaçoso é super resistente foi sem dúvida uma das melhores aquisições que já fiz 	ótimo produto 	 excelente	0.0	0	0.0
adorei o produto mas queria o cartão de crédito para fazer mas compras fiz o pedido não me deram resposta 	excelente 	 não recebi o produto	0.0	0	0.0
após a chegada do purificador tive que enviar o mesmo para a manutenção chegou quebrado tive que aguardar mais dias para usar não gostei 	não fiquei muito satisfeito 	 produto com defeito	0.0	0	0.0
chegou antes data por isso sempre compro nas americanas e recomendo 	muito bom é um aparelho como eu esperava 	 excelente	0.0	0	0.0
pura enganação secador pra cabelo de boneca por dois itens por esse preço quando a esmola é grande o santo desconfia é só um meio da empresa ganhar dinheiro fácil 	enganação 	 não gostei	0.0	0	0.0
esperava mais potência mas atendeu minhas necessidades 	produto bom 	 bom	0.1319049988210938	0.06541924356118012	0.2631578947368421
chegou antes do prazo produto ótimo fácil instalação imagem ótima 	gostei muito do produto 	 ótimo produto	0.1319049988210938	0.05501080739920602	0.13157894736842105
produto bom fácil de manusear prático só achei o som da gravação um pouco baixo mas o alcance é excelente 	funcional 	 ótimo custo benefício	0.0	0	0.0
produto de ótima qualidade tamanho ideal som câmara tela excelente além de ser lindo e como sempre as lojas americanas entregou antes do prazo previsto 	excelente amei super recomendo 	 excelente produto	0.1319049988210938	0.05501080739920602	0.13157894736842105
são lampadas super economica ga na economia o que é enconta no momento 	são lampadas boas é coisa de 	 livro muito bom	0.0	0	0.0
produto superaquece e tem que desligar de hora em hora mas se pensa que isso é um problema espere até ver o atendimento 	péssimo 	 não gostei	0.0	0	0.0
maravilhoso oriento a todos que necessitem compre este produto pois é muito eficaz nos ajuda muito na principalmente no chocolate 	ótimo 	 produto excelente	0.0	0	0.0
muito caro o frete mais de misericórdia daí não compensa comprar tem que ter mais noção ai a respeito do frete 	caro o frete 	 preço muito bom	0.0	0	0.0
vale a pena comprar chegou bem rápido ótimo vendedor 	gostei muito do produto 	 muito bom	0.1319049988210938	0.05501080739920602	0.13157894736842105
excelente custo benefício pelo valor cobrado vale muito a pena 	custo benefício 	 muito bom	0.0	0	0.0
me admira muito um site tao feito a americanas permitir que as lojas venda produtos falsificados a mochila que eu comprei é uma imitação muito barata da marca material quero meu de volta 	mochila pirata 	 frete	0.0	0	0.0
não apareceu mais mofo funciona muito bem e parece bem econômico 	muito bom e eficiente 	 bom produto	0.1319049988210938	0.05501080739920602	0.13157894736842105
mercadoria de qualidade entrega rápida gostei muito 	excelente produto 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
custo beneficio super atraente a entrega foi bem antes do prazo estipulado 	gostei muito do produto 	 excelente	0.0	0	0.0
produto muito bom tem função pra lavar em nível muito baixo baixo médio e alto de água o que atende muito que mora sozinho ou até mesmo uma família pequena 	muito bom 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
nas primeiras vezes que usei ela não funcionou corretamente não sei a razão mas na ª ou ª vez funcionou e continua com perfeição o café sai quentinho e muito rápido chegou bem rápido também fiquei feliz com a aquisição 	gostei muito do produto 	 bom mas	0.0	0	0.0
ótimo produto muito fácil de usar fácil de manusear faz ótimos sucos 	otimo 	 ótimo produto	0.0	0	0.0
faço química há muito tempo e meu cabelo estava muito ressecado na primeira vez de uso pareceu milagre rsrs cabelos macios e com brilho 	produto excelente 	 amei	0.0	0	0.0
muito bom o produto recomendo o vendedor para quem procura algo similar 	bom vendedor 	 gostei muito do produto	0.0	0	0.0
gostei muito do produto foi entregue antes do prazo apenas faltou uma porca mas nada que não deu para arrumar 	bicicleta aro 	 gostei do produto	0.0	0	0.0
a tv se desligada no controle remoto so volta a ser ligada se tirar e colocar na tomada novamente som ruim também 	não era o que eu esperava 	 gostei do produto	0.0	0	0.0
produto muito bonito preço justo e com qualidade a entrega foi super rápida 	ótimo produto 	 excelente	0.0	0	0.0
ótimo computador atendeu as minhas expectativas e é uma boa opção para estudantes 	bom produto 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
produto de acordo com o anuncio chegou no prazo está em uso a poucos dias por enquanto não tivemos problemas 	boa 	 bom	0.0	0	0.0
muito bom o produto entrega super rápida antes do prazo combinado 	gostei muito 	 ótimo produto	0.0	0	0.0
tive um outro fogão dessa mesma linha clean acho que a qualidade entre os produtos caiu um pouco mas continua sendo um bom produto 	podia ser melhor 	 bom	0.0	0	0.0
na divulgação do produto descreve sendo de madeira maciça entretanto nao especifica qual madeira que e pinos fragil e de pessimo acabamento nao recomendo encontrei em loja fisica sofa de madeira maciça com preço similar estou muito arrependido de ter feito essa compra 	nao gostei 	 não é original	0.0	0	0.0
ótima pra dar dor de cabeça ela trava direto se eu colocar que não recomendo o sistema não aceita 	não gostei 	 gostei do produto	0.3333333333333333	0.11362193664674995	0.2380952380952381
comprei esse perfume porque eu uso ele fazem anos e a fixação do mesmo sempre foi muito boa durando horas agora esse em questão não dura minutos na pele 	produto de baixa qualidade 	 frete	0.0	0	0.0
produto maravilhoso super recomendo camera frontal e muito boa a traseira tambem é otima sem falar na capacidade da memoria 	otimo 	 excelente	0.0	0	0.0
p produto chegou testamos e nao estava funcionando na mesma hora devolvemos nem ficamos com o produto um mês depois ainda nao recebemos o produto novamente é a terceira compra na americanas com que nao consigo receber o produto 	produto veio estragado e nao 	 não recebi o produto	0.4705596416553929	0.06257106818159155	0.10204081632653061
produto ótimo som e imagem perfeitos tenho uma samsung k mas a lg é superior aplicativos flui muito bem 	pode comprar sem medo 	 excelente	0.0	0	0.0
olá encomendei esse tablet e dia chegou rapidamente via correia eu liguei aparelho durante vinte minutos e derrepente o android não funcionava passando mensagem na acesso a todos os aplicativos nisso em vinte minutos de primeiro uso o produto falhou não recomendo tecnologia de baixa categoria 	o android não é bom 	 melhor custo benefício	0.0	0	0.0
em menos de quatro meses os puxadores começaram a descascar e embaixo apesar dos pés ele encosta no chão 	os puxadores 	 não é o produto	0.0	0	0.0
a lâmpada é linda e a iluminação também fica diferente de uma lâmpada econômica a de led é bem melhor 	super recomendo 	 bom	0.0	0	0.0
muito bom deixa o cabelo macio e sedoso e fácil de pentear recomendo 	condicionador 	 excelente livro	0.0	0	0.0
produto muito bom o único problema é que a descrição diz que vem duas baterias e veio apenas uma como fica a outra 	faltou uma bateria 	 gostei do produto	0.0	0	0.0
bom produto e chegou antes do prazo recomendo vale o valor e atendeu as expectativas 	ótimo custo benefício 	 bom	0.0	0	0.0
recém vai fazer meses que comprei e já esta com defeito e eu não consigo manda email para a loja para saber como faço o procedimento para ter a garantia em outras lojas a plataforma de atendimento é mais eficaz 	garantia 	 produto com defeito	0.0	0	0.0
bom mas achei caro para o tamanho 	gostei 	 bom	0.0	0	0.0
produto bom porem nao vem tampão para a valvula de escape de agua so uma mangueira que tem que deixar para cima para a agua nao cair 	bom 	 bom	0.0	0.1778279410038923	0.5
produto perfeito muito bem acabado parece ser durável capa em silicone não deve absorver muito as mas para queda simples deve proteger 	ótimo 	 excelente	0.0	0	0.0
super recomendo este box conteúdo de forma brilhante e extremamente e ainda melhor comprando na americanas pois a entrega é super rápida 	muito bom 	 amei	0.0	0	0.0
produto chegou rápido realmente era oque eu esperava já recomendei para os amigos e vou comprar mais 	avaliação do produto 	 ótimo produto	0.39624062518028896	0.09069748827745895	0.17241379310344826
super recomendo achei ótimo o produto suas funções são excelentes e gostei também da entrega que foi super rápida 	adorei 	 excelente	0.0	0	0.0
muito praticas é excelente qualidade foi entregue no prazo 	recomendo a todos 	 gostei muito do produto	0.0	0	0.0
o processador de alimentos philips é um excelente produto e tem a rotina na preparação de pratos e afins uma tarefa simples e prazerosa devido a sua funcionalidade e praticidade de utilização 	funcionalidade e praticidade 	 gostei do produto	0.0	0	0.0
chegou super rápido veio tudo certo valeu muito a pena 	muito bom 	 excelente	0.0	0	0.0
prático e de boa qualidade entrega dentro do prazo 	vale a pena 	 muito bom	0.0	0	0.0
entrega rápida bom preço e bom produto o fluxo de agua é muito bom perfeito tanto para copos como para encher garrafas 	ótimo custo x beneficio 	 ótimo produto	0.1319049988210938	0.05501080739920602	0.13157894736842105
gostei chegou dentro do prazo em boas condições gostei da experiência 	gosteu 	 gostei muito do produto	0.0	0	0.0
não recebi o produto o produto foi devolvido pelos correios 	não recebi o produto 	 não recebi o produto	2.0	1.0	0.9921875
tem uma boa qualidade o produto porém ele demorou bastante e o frete foi um pouco alto 	bom só demorou 	 bom	0.00977286494181979	0.024066394763145416	0.17857142857142855
ele deveria repetir o sinal e manter o mesmo funcionando mas não é o que acontece o sinal fica perfeito mas a conexão cai constantemente já testei todas as configurações possíveis e o problema continua 	não cumpre o básico 	 bom	0.0	0	0.0
preço mais baixo e produto excelente compensa e de iluminação excelente 	vale o preço 	 muito bom	0.0	0	0.0
gostei do produto do jeito que pedi chegou na data certa no prazo parabens 	ecelente produto 	 ótimo produto	0.5	0.1495348781221221	0.25
não prestei a atenção no titulo volts eu preciso de um então na o consigo usar 	comprei errado 	 frete	0.0	0	0.0
vivo achando a gavetinha cheia de mosquitos recomendo d 	funciona 	 muito bom	0.0	0	0.0
o produto foi entregue antes do esperado qualidade excelente recomendaria para todos estou muito satisfeita 	exatamente o que eu esperava 	 excelente produto	0.0	0	0.0
os produtos q comprei sempre ótimo sem nenhum 	muito bom 	 excelente	0.0	0	0.0
ótimo produto no prazo faltou a chave alem mm tudo ok comprei a chave recomendo 	muito bom o produto gostei 	 muito bom	0.06737684726645765	0.07055995207471726	0.39893617021276595
qualidade muito boa só não é tão fina fina a escrita como eu esperava 	produto conforme esperado 	 muito bom	0.0	0	0.0
chegou antes do prazo e e do jeito que está no anúncio 	muito bom 	 bom	0.1319049988210938	0.06541924356118012	0.2631578947368421
muito bom produto pelo custo beneficio espero que tenha durabilidade e qualidade no pos venda 	excelente pelo custo beneficio 	 bom	0.0	0	0.0
produto com qualidade e bom preço dentre as opções é uma boa escolha apenas não espere demais o pente é um tanto frágil 	bom custo benefício 	 bom	0.00977286494181979	0.024066394763145416	0.17857142857142855
esperava um produto melhor não cumprir com o que diz na propaganda é abuso ao direito do consumidor na minha opinião o site da loja devia suspender a venda dessa mercadoria é isso 	material ruim 	 produto de qualidade	0.0	0	0.0
ótimo produto e entregou no prazo parabéns eu recomendo 	ótimo produto 	 excelente	0.0	0	0.0
não possui um visor com a identificação das rádios ou algum sistema prático pra quem procura caixas de som portáteis pequenas essa não é um pouco grande o resto funciona bem e tem som com qualidade 	bom mas com m algumas limitações 	 não é o produto	0.0	0	0.0
comprei esse produto em até agora não recebi não recomendo esse site 	não entrega 	 não recebi o produto	0.25	0.08034284189446518	0.22727272727272727
a pessoa presenteada pelo j prime gostou muito produto bom e o custo bem acessível entrega muito rápida como sempre as americanas muito eficiente no prazo 	bom produto recomendo 	 ótimo produto	0.39624062518028896	0.09069748827745895	0.17241379310344826
como é que pode o frete tá mais caro do que o produto eu até queria comprar mais acho um absurdo o frete tá mais caro do que o produto isso tá errado viu 	reclamar do frete tá mais caro que o produto 	 não é original	0.0	0	0.0
alguem sabe me dizer pq aparece na discrição do produto aparece plataforma para ps 	ps 	 dúvida	0.0	0	0.0
fiquei com dúvida para adquirir o produto o colchão acompanha a cama box conforme demonstrado na foto 	dúvida 	 muito bom	0.0	0	0.0
gostei do produto confortável segura e resistente chegou no prazo certo 	muito confortável 	 muito bom	0.5	0.1495348781221221	0.25
qualidade na medida certa já comprei várias vezes o mesmo produto 	qualidade na medida certa 	 muito bom	0.0	0	0.0
nota à escritora excelentes amo todas parabéns por tantas histórias interessantes e agradáveis 	adorei a leitura 	 excelente	0.0	0	0.0
produtos simples mas muito bom para ler código de barras de mercadorias para ler danfe 	leitor de c código de barras flash 	 não é o que esperava	0.0	0	0.0
fiz o pedido da devolução no mesmo dia que recebi pois o produto não contém os ingredientes do original mas até o momento não tive retorno por favor quero o código para devolver o produto at viviane 	pedi a devolução 	 produto errado	0.0	0	0.0
só acho que deveria vir embrulhado não gostei veio na própria embalagem do produto ninguém precisa saber o que foi que eu comprei 	bom produto 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
celular com excelentes características configuração boa e relação custo x benefício ótima 	excelente produto 	 muito bom	0.0	0	0.0
boa tarde favor corrigir a opçao de parcelamento no cartao pois no anuncio diz que parcela em x sem juros porem no ato do pagamento so parcela em x sem juros 	cartao de 	 não recebi o produto	0.0	0	0.0
não encontrei nenhum problema nem com a entrega e nem com o produto estou satisfeita 	entrega rápida e em otimo estado o produto 	 produto de qualidade	0.0173169629721031	0.021460411779726157	0.06666666666666667
veio com defeito na tela já de fábrica e mandei para assistencia da garantia falaram que vão trocar a tela 	veio com defeito na tela 	 produto com defeito	0.5151756252683922	0.12336445138236939	0.39062499999999994
produto de ótima qualidade porém vieram com as duas baterias ruins não aceita carga como tinha urgência na utilização tive que comprar duas baterias para utilizá lo 	poderia ser melhor 	 gostei do produto	0.0	0	0.0
um pouco lenta ao ligar mas imagem excelente muito fácil instalação recomendo 	bom 	 ótimo produto	0.0	0	0.0
chegou no prazo combinado e a pipoqueira faz a alegria das crianças onde vão levam junto a pipoqueira muito feliz com a minha aquisição 	gostei muito 	 gostei muito do produto	0.5	0.16990442448471224	0.8522727272727273
tapete bem diferente da foto parece um papel bem frágil 	não gostei 	 não gostei	1.0	0.316227766016838	0.9375
recomendo este produto parece ser de boa durabilidade 	produto bom 	 bom	0.1319049988210938	0.06541924356118012	0.2631578947368421
péssimo produto falsificado vendido pela mega page fujam 	produto falsificado 	 não gostei	0.0	0	0.0
comprei o produto no dia pagamento foi aprovado no dia e entrega realizada no dia a entrega mais rápida que já tive americanas esta de parabéns 	entrega excelente 	 excelente	0.1319049988210938	0.06541924356118012	0.2631578947368421
o produto é fácil de ser instalado e funciona bem para colocar a bola de fora do chão 	produto que atende bem ao que se propõe 	 bom	0.0	0	0.0
gostei demais do produto só senti falta de acessórios para ele no mais ele é perfeito 	gostei muito do produto 	 muito bom	0.1319049988210938	0.05501080739920602	0.13157894736842105
valeu cada centavo investido este utensílio é de plástico mas corta até as de ouro que eu tenho aqui em casa em pequenos pedaços 	excelente produto 	 muito bom	0.0	0	0.0
comprei meu jogo de panela pelas americanas faz uma semana q estou usando elas são lindas fortes mas fui fazer uma omelete na frigideira menor ontem e já grudou tudo fiquei muito decepcionada semana de uso e já aconteceu isso 	frigideira gruda 	 não recebi o produto	0.0	0	0.0
como vou avaliar algo que não chegou na minha residência eu só posso avaliar quando receber assim não tem como 	produto não chegou 	 não recebi o produto	0.7924812503605781	0.09554427922043669	0.32258064516129037
produto chegou bem antes do prazo informado ótima qualidade 	muito satisfeita 	 ótimo produto	0.0	0	0.0
não recebi o produto ainda os correios não achou o endereço para entrega e até agora não recebi retorno sobre o assunto 	não recebi o produto ainda 	 não recebi o produto	1.8822385666215715	0.7788007830714049	0.8099489795918368
amei o meu aparelho de jantar ele é maravilhoso recomendo com certeza 	simplesmente lindo 	 amei	0.0	0	0.0
produto horrível o meu já deu todo tipo de problema que você possa imaginar nao compre é uma porcaria você ainda corre o risco de perder todos os seus arquivos de uma hora pra outra 	produto de ma qualidade 	 propaganda enganosa	0.0	0	0.0
o produto está atendendo minhas necessidades o valor do produto mais o frete estão estavam a entrega foi super rápida mesmo que entre pelos correios 	muito bem recomendo 	 produto de qualidade	0.0	0	0.0
mto bonitos de acordo com o esperado bom acabamento material bom 	ótimo 	 ótimo produto	0.0	0.1495348781221221	0.45454545454545453
muito bom tanto em qualidade quanto a durabilidade o prazo entrega era para o dia e chegou dia na segunda feira dia 	gostei muito 	 muito bom	0.5	0.1495348781221221	0.25
produto muito bom entrega rapida como sempre a americanas eficiente 	otimo produto 	 ótimo produto	0.5	0.1495348781221221	0.25
excelente custo benefício produto super leve gela rapidinho recomendo 	ótimo produto 	 ótimo	0.1319049988210938	0.06541924356118012	0.2631578947368421
ocupa pouco espaço e é muito prático e resistente 	praticidade 	 ótimo	0.0	0	0.0
produto fraco indicado para anos mas e muito pequeno para uma criança de anos 	nao gostei muito 	 não gostei	0.39624062518028896	0.09069748827745895	0.17241379310344826
só achei q o produto demorou muito a chegar poderia ser mais rápido a entrega 	muito bom o produto atende minhas exigências 	 gostei do produto	0.045355755038838645	0.029950417327249696	0.07575757575757576
produto fantástico chegou na data em perfeito estado só os entregadores que foram grossos e chatos por não ter me encontrando em casa 	fantástico 	 livro muito bom	0.0	0	0.0
comprei esse smartphone mais olhando as avaliações resolvi desistir cancelar a compra e ainda não me deram retorno se eu receber o aparelho como todos receberam irei na justiça reclamar da loja que no caso é a americana pq é ela que entrega o produto 	espero que eu seja pela loja americana 	 melhor custo benefício	0.0	0	0.0
músicas muito infantis esperava mais do produto com músicas mais atuais 	não gostei 	 frete	0.0	0	0.0
o produto é ótimo porém deixa a desejar no quesito assistencia técnica tenho duas e as estão com a resistencia queimada e não encontro quem as conserte liguei no e em curitiba só tem quem conserte maquinas de costura então recomendo que não comprem pois embora o produto seja bom falta assistencia 	reclamaçao 	 gostei do produto	0.0	0	0.0
excelente ótimo muito bom estrelas recebi em tempo hábil recomendo 	muito bom 	 excelente	0.0	0	0.0
uma mochila bonita aparentemente de material bom ótimo para a criança levar para a escola ou ate mermo passeio ou viagem 	mochila bonita 	 muito bom	0.0	0	0.0
a foto é muito mais bonito e qualquer coisa ele corta os dedos 	bem menos do que eu pensava 	 bom	0.0	0	0.0
a batedeira é maravilhosa amei o produto e super recomendo d 	ótimo 	 maravilhoso	0.0	0	0.0
vem com adaptador e que geito adaptador o guidão vem completo so no geito de bota na moto com adaptador e tudo 	vem com adaptador 	 bom	0.0	0	0.0
